,CYFZ_PBMC,FY2H_PBMC,FLWA_PBMC,X453W_PBMC,X684C_PBMC,CZJE_PBMC,X925L_PBMC,X9JD4_PBMC,G4YW_PBMC,X4DUY_PBMC,X36TS_PBMC,CR3L_PBMC
RPH3AL,0.792303181,1.709727545,4.142136,2.72389,4.940803013,3.14391,1.431228,2.664496242,0.822367714,3.602248902,1.85094283,1.653973
VPS53,19.016072,16.260183,14.6592689,21.846797,15.939542,13.529239,17.771234,14.94407186,10.75718687,18.896493,12.661015,15.1922149
GEMIN4,10.60006,8.328366,9.414393,15.53242,13.9384,10.1920324,18.17476551,18.271449,13.856442,17.048282,10.273706,12.925691
GLOD4,80.968959,85.111151,87.82482,96.9643146,117.044218,78.490469,67.23474213,65.621318,81.522136,67.154273,58.66813528,55.385406
TIMM22,14.6461,13.1096,13.7098,15.6827,15.0328,15.3084,12.7896,12.5521,13.9316,10.6783,10.6966,15.0868
ABR,46.92395,31.159937,29.009384,45.157247,32.86462943,31.473235,33.648395,28.122183,30.951101,33.20512,28.540245,34.718943
YWHAE,157.559385,177.4841918,184.259602,159.5384952,193.86466,177.165789,114.67886,112.365507,113.811181,123.40577,133.121296,117.13096
CRK,11.957598,12.23433,21.846095,15.77373,13.75688,7.94823,13.68314,13.472223,13.89085,11.37146,9.22152,7.303237
MYO1C,6.07964,7.034948034,9.943400023,9.173940035,9.753270001,1.892450037,12.32379741,5.76706011,12.60628122,5.58754,4.099147001,2.293779
INPP5K,66.31433309,90.865982,97.493887,99.292052,106.372243,91.323033,65.135619,63.480978,55.93016,84.124357,66.239,104.2690556
PITPNA,7.984965005,14.213686,8.936528,14.394893,11.67975,12.995683,14.165827,16.012577,13.0542004,9.115281,14.63241,24.60646081
SLC43A2,30.248643,48.69442,43.594461,57.62553,52.565593,43.266759,39.981921,38.30808,44.153236,48.660048,45.01777,50.21328708
SCARF1,1.2142892,7.25396,8.30734,1.9945526,4.4418793,2.568569,6.173351,3.977673,4.955775,6.21683,1.941097,5.364739
RILP,0.962546,1.546744,2.614834,1.887549,2.105387,2.488237,2.969402,2.333607,1.618487,2.665416,1.377818,3.41933
PRPF8,79.339907,71.77666,106.539476,83.07233,95.195399,72.637446,92.364153,93.69435,83.086848,90.499343,66.494442,113.7872
MIR22HG,18.310315,38.75479817,35.372914,41.134776,24.685911,48.427354,10.99898708,8.7588,12.167869,8.292573,68.14380703,42.3369784
WDR81,9.524371,13.2840884,16.259153,23.85361,11.549697,11.90943,12.96677702,11.230785,19.03623117,16.8137612,13.06628831,6.823504
SERPINF2,0.929567456,1.069748305,1.429726572,0.915531229,1.574621663,1.041773867,0.176345029,0.65993505,1.119361978,0.810261119,0.65160917,0.759654069
SERPINF1,16.373207,18.64103,21.909824,34.226108,45.707604,37.389989,14.661602,29.269095,29.417779,10.419026,22.828005,21.49932
SMYD4,13.564931,10.746526,9.993122,12.342171,12.94264,12.363945,19.793647,18.625434,14.364641,16.67520002,10.8796896,9.61496
RPA1,69.7017,64.94675,71.1598944,69.09403,92.2624355,76.43897,61.68568,67.855661,65.06982,84.228017,55.10595,69.748368
DPH1,32.048268,41.03649,40.435537,47.486241,59.156597,28.316724,39.182336,43.342682,45.461572,37.613646,36.151318,42.638008
HIC1,0.0839953,0.304832,0.1398,0.0810054,0.154786,0.53078,0.167394,0.350113,0.171241,0.2007726,0.9511197,0.402895
SMG6,7.383066,16.8111529,14.762367,8.120821,19.241589,8.6606134,13.9154,8.805996,10.50351771,10.03978408,7.483353414,10.502944
SRR,5.809818,3.81889,5.199501,7.01693,12.18907,10.552677,4.43379,4.901891105,9.70517,9.673207,2.341573,6.089085
TSR1,12.97319,18.40779,12.32015,21.01197,19.76328,20.40562,15.7853,19.65321,16.10788,19.6136,24.22901,22.08461
SGSM2,9.506949,8.7883265,23.33602,17.446133,11.9436156,14.455249,15.291645,20.327033,25.207699,13.1799695,11.127389,14.871759
MNT,2.51654,2.308261,5.753655,4.34124,7.369983,4.165405,4.3346,2.723511,4.439227,3.558595,6.571469,6.439824
METTL16,25.20593,15.194021,19.850559,17.27261398,20.394571,10.117536,16.855172,12.855785,17.123873,10.815926,14.038806,19.97331787
PAFAH1B1,26.451248,39.81594253,47.538075,33.73705,49.561269,29.464152,29.001096,35.542265,35.723147,27.30272,32.432378,44.845496
CLUH,7.813852,9.318405,4.829347005,6.65359972,7.61150268,4.126024,5.11296567,10.179364,16.19454504,4.991919627,4.71492966,3.515780099
RAP1GAP2,22.611639,29.90856969,25.51221,27.43178,28.37479,18.0626,32.798152,19.33109034,15.144435,20.82087,22.8225,23.05071
TRPV3,1.494052758,0.75962053,0.405397174,0.961811574,0.587196353,0.387811582,0.7731958,1.204323,0.417856356,0.9403375,0.484372371,2.3080086
CTNS,11.128484,5.888321,13.466495,8.258596,8.905789,9.081551,10.691563,9.922253,6.996758,11.286793,11.173253,8.497782
TAX1BP3,36.5729,23.7758,30.052608,26.397154,37.27995,32.3362,41.094337,26.8693,27.062401,40.713145,29.940598,20.7288
EMC6,26.01722,16.64697,23.85221,18.79993,15.60348,18.23999,19.09764,21.05255,19.53803,10.88585,21.19621,17.54397
P2RX5,19.773824,12.290792,41.08789,22.112199,35.64761,24.71801215,35.88323,37.246138,32.91187,17.011452,20.39337,43.58837409
ITGAE,15.799749,18.505006,31.578344,20.64188,26.73931,31.249543,30.14452059,26.584768,36.5680172,28.774211,19.459279,24.472499
CAMKK1,4.524133,3.871468,5.538684,2.58661,2.367447,2.9599579,3.384782004,3.812808022,2.6811806,4.547698039,3.633985033,3.801616011
P2RX1,36.529006,57.3972,33.30662,15.51744,27.68691,36.97565,43.55178,40.23915,28.22951,65.63037,75.15925,48.91299
ATP2A3,37.594441,28.184066,53.981919,68.103181,50.7740164,48.140915,57.233837,59.168727,42.709115,45.564336,42.138588,58.0640106
ZZEF1,10.1727684,10.9301687,15.2507925,9.572806,8.946751,10.522836,19.829611,12.152768,10.93028195,19.782259,11.573842,10.919256
CYB5D2,10.626557,12.16825,13.233958,7.93371,17.493891,21.57,16.47238,14.162244,14.51399,11.83129,10.117501,9.43757
ANKFY1,25.811181,33.578368,18.432138,32.179507,24.584196,21.617728,36.662047,22.27561,24.993957,29.481319,22.834029,33.60413903
UBE2G1,56.287637,73.990915,67.775615,66.51531,84.285651,61.04232,59.33197,60.078366,71.264948,75.402728,52.0746,72.54945
SPNS3,2.638067496,9.149,7.035148,7.77891,4.723315,9.483732,2.10521,6.171444,4.529149,6.190581581,5.270469,5.53663
MYBBP1A,14.78634152,17.85741077,14.62078119,16.997145,18.2690073,14.716494,20.22341777,22.934548,15.283695,15.61215254,12.76336008,19.65975035
PELP1,9.51317,2.349333,2.511134,8.857919,10.019339,4.381468003,4.8301991,2.4086133,1.989056,5.838991,2.975557,5.9326
ARRB2,132.5861855,154.030135,226.700719,217.9754534,230.28676,183.274272,108.2085312,121.2436101,127.000077,133.4124107,156.305526,137.707755
MED11,29.08609,22.25963,32.58904,20.25621,31.61881,28.83482,31.63109,30.67004,36.01749,27.22464,21.68404,15.47318
CXCL16,98.57126,80.8229,69.3073,104.37005,66.38429,141.06767,44.184518,65.61653,56.73242,66.48299,145.596639,142.68893
PSMB6,115.81389,124.024,105.71532,81.17796,129.17828,103.73431,80.36404,88.64605,105.07336,80.19364,89.73179,153.70432
PLD2,12.683861,12.582907,17.544905,15.04580218,21.267316,10.491704,20.024963,20.841394,15.1853158,19.88055,12.148139,16.0232
MINK1,11.428882,24.094221,22.278679,28.25911907,32.46804676,15.93616007,21.906871,26.74672038,20.92195992,32.91858201,13.30260302,27.756343
CHRNE,1.505945,0.886087,3.671515,2.732044,1.857013,3.279779,3.55589,1.839897,1.55797,1.50932,1.818228,4.975358
C17orf107,0.279591,0.919688,0.731165,1.044973,0.502122,1.649594,1.261114,0.216515,0.361058,1.634023,3.651133,2.0259
GP1BA,8.2508,12.8472,3.88182,5.92664,2.09428,4.368840069,9.91201,10.50654374,4.68349,8.91233,8.175470118,5.60905
SLC25A11,81.184775,73.54423,74.527533,77.33007,100.52461,72.262979,54.859559,53.158058,80.8039,76.1972,70.25995,60.31818
RNF167,122.913398,118.73775,145.325641,157.8274881,144.627167,144.8724533,106.495008,109.6446674,123.803374,123.57997,103.46195,117.85187
PFN1,703.52901,706.47058,694.47008,536.16576,648.49736,563.80908,626.14794,600.54648,674.64568,510.06745,581.36274,672.2957
ENO3,4.779372,10.75179,8.015929,13.2476,9.896458,2.431893337,9.366481,4.74581876,7.277389,9.044804,6.037168,8.061266
SPAG7,81.1428,88.4827,84.30224,85.814319,97.22594,111.69369,59.068942,55.8202185,71.597348,46.637758,71.28362,90.53799
CAMTA2,24.41555083,19.73438411,26.11708537,30.975011,25.506162,15.7431982,20.081205,18.81936801,15.647117,25.51438,21.618806,24.03046987
KIF1C,1.49148,4.71323,2.835935,2.490288,2.267047,1.03616,1.915689,2.307078,2.440748,1.745794,1.50402,0.965588
ZFP3,1.86517,3.20046,2.3105,1.135,4.91633,2.14917,5.23977,3.74924,6.0101,5.38458,1.50023,1.40818
ZNF232,5.53374,5.140940033,11.31692619,4.99768,9.336954,8.355043,7.82778727,12.00436,14.360352,7.14236,1.999128,1.336001
ZNF594,3.253911,1.286177,5.147755,2.206961,3.0464,2.609589,4.590142,6.25705,3.433196,5.971144,0.697216,1.327213
SCIMP,72.30577,132.34166,67.89037,68.61268,92.8021,82.06547,76.7895,85.66445,84.71868,75.208335,94.50973,55.44203
RABEP1,35.36822,36.437002,24.069341,36.42125,35.946211,29.33196,34.711643,24.069132,27.051706,35.63738,22.534621,41.648079
NUP88,86.064719,78.5465262,126.0571336,113.890969,93.159928,111.36213,71.499167,76.101348,72.070599,60.28279032,64.406389,113.4660751
RPAIN,41.858915,27.588162,44.10161,40.104198,42.724362,39.875522,55.577208,46.532629,39.563584,36.588359,29.295534,58.69701114
C1QBP,157.77446,156.01405,133.91809,122.084892,177.07321,179.59159,110.44846,118.52279,149.893662,117.460136,100.129065,132.344818
DHX33,1.463738,1.3214,2.16118,0.96482,2.009371,1.794416,2.049064,2.15245,1.28473,1.61408,1.515534,1.930457
DERL2,78.935003,106.22284,71.021189,117.84429,98.729927,103.14691,55.837241,61.505635,70.076409,61.81061,75.280531,89.419026
MIS12,27.890978,23.85399,31.9803058,37.486887,25.78618,31.86596,22.810445,18.617713,20.210803,30.19178,34.213639,25.53167
NLRP1,84.76498349,103.138587,72.27724879,93.926482,90.220921,72.4946982,129.926136,101.306315,98.025829,114.8748342,75.917233,127.3181735
KIAA0753,2.602540007,2.949476,3.367163,4.0670923,1.4072327,2.531429449,5.670864,7.696178,4.205525,3.633158,4.470132616,5.223569
TXNDC17,19.568587,21.800122,38.002645,14.400928,26.828928,14.052193,23.698526,26.780452,31.19206,33.392354,24.7413732,15.693657
MED31,34.488109,26.9779,44.55229,81.44938,83.55644,49.496228,29.409834,41.1749,28.12822,36.037607,75.891114,27.968487
C17orf100,1.5499225,1.76795,4.174921,3.51085,9.38975,0.793088,5.328414,1.81119,2.44575,2.874843,0.542896,1.1549822
XAF1,56.795523,90.686522,55.727531,38.426712,72.522249,77.43187,50.389992,118.749304,70.118898,64.8775993,53.691702,56.110278
ALOX12,10.8725,29.10252,20.72065,12.8685,9.11769,9.873693,25.280669,25.35151,10.4104,16.95107,19.36892,18.95014
RNASEK,157.7094,157.21353,209.85675,130.612062,121.64493,120.712639,170.15149,190.1129,212.30237,169.91267,221.98681,149.62556
C17orf49,64.62915,45.04473,44.760758,43.179259,35.178816,55.868641,43.540772,63.714886,57.31047,55.77414,55.11839,42.672007
MIR497HG,0.173167,0.322298,0.206131,0.25297,0.29951,0.277332,0.308296,0.117131,0.660397,0.0424733,0.124609,0.199142
SLC16A13,3.22958,2.459898,2.052039,1.567889,1.762906,3.625266,2.473586,1.81601,1.923824,3.473133,1.119848,1.444294
CLEC10A,28.27786,38.560631,46.817555,14.579143,25.7707,40.99295,22.524127,19.216961,22.03408,24.25906,21.2706369,39.01524
ASGR2,29.193884,48.107916,38.130732,33.0066316,19.576406,34.53574,26.590339,20.387673,21.1685045,34.03983009,35.35608,34.975152
ASGR1,13.93554461,6.60914401,13.24679,9.791255902,9.77892,11.072056,12.2368702,9.7152641,13.857827,7.437516,10.20408779,10.9779347
DLG4,0.636293,0.2359126,0.800519,0.529169,1.703222,0.487371,0.303764,0.8630209,1.187573,1.10931,1.404233,0.55362509
ACADVL,233.69534,350.59526,483.053953,453.3280004,431.437245,144.3454986,365.0321966,316.709842,411.9923464,316.06042,151.882122,424.681448
DVL2,24.435041,22.682348,19.1317529,30.231814,16.83627659,16.817151,22.7258254,22.917556,23.231507,20.877204,15.277973,24.6407796
PHF23,5.834923,4.57903,7.171393,11.249195,9.602513001,5.162918,7.711776397,10.1998238,16.352448,5.89297,3.483278008,2.715949
GABARAP,706.00771,713.7342,570.96261,464.507725,547.59276,694.6387,671.90402,556.131386,827.58498,533.41018,724.199,627.10601
CTDNEP1,16.2186709,10.80307577,25.186626,25.575324,12.561103,20.27774,16.034229,19.000468,21.177367,20.273954,25.707011,11.75491
ELP5,40.57589,39.1894965,34.68386426,57.07782072,49.73300249,45.92045,38.52006039,39.3662839,41.929168,47.83863904,45.38667845,39.97442388
CLDN7,1.62379,2.229276,1.54664337,2.607053,4.747683,2.22527249,2.234229007,2.705372,3.917606,1.609767023,2.423641,1.40741
EIF5A,333.7435,426.38256,283.89016,642.02224,292.348625,423.3537,223.455916,191.53472,447.014305,388.19324,173.70144,162.5003
GPS2,118.025441,126.89018,118.807644,165.99919,146.24706,113.729858,110.765547,100.16057,100.830373,126.3310775,84.151829,121.791936
NEURL4,9.635887063,4.103672,7.648871,6.728578625,11.254059,6.672827935,8.377757042,16.20173803,9.1847504,8.690918,3.668671,4.01399
ACAP1,148.082165,99.03568,155.836356,139.294131,149.364155,124.38537,150.647115,124.18829,155.260386,139.09623,88.540843,107.802112
KCTD11,8.5018,4.43349,4.28654,4.10629,6.77938,2.57985,9.34378,9.62434,14.8219,13.900044,3.18156,5.71625
TNK1,4.87137,2.946964,11.72922,12.91309,12.40659449,6.225463,4.636164,13.27604109,6.57389,11.4057241,1.854325,9.236218
TMEM256,9.677338,7.00696,15.0952,3.9828,5.51047,4.58933,6.2064,11.933302,11.462791,10.234501,4.7575,2.7362
CHRNB1,14.344975,10.05974,15.66451,13.423055,19.21413,11.393729,11.891535,15.430689,9.198662,9.821991,8.075346,11.45036
ZBTB4,10.44030001,9.51200007,11.09580004,11.83950001,9.6664,11.011638,6.960820026,10.52275,9.847820248,6.9356,7.710810213,6.71709
POLR2A,75.697076,80.74231,82.848549,94.440793,106.199295,96.517207,107.561406,72.289222,85.186267,96.070707,77.362948,164.28343
TNFSF12,6.69537,7.35982,6.88067,7.74677,7.737683,3.240127,10.080708,14.24021088,14.40104,12.07606001,10.9279,4.237614
TNFSF13,168.9800947,295.918433,183.387377,245.536308,217.162426,189.104594,155.887159,180.136426,222.969918,196.806986,270.718063,166.775114
SENP3,1.221947,2.482298,3.06265,2.140206,2.075494,5.353479,2.777632,1.574396,1.69045606,0.6678401,3.092967,4.340602
EIF4A1,935.907178,1494.906692,1184.810558,1412.288758,1291.041829,1302.999842,652.5222783,690.767299,868.29687,762.70091,1048.634111,1159.985535
CD68,637.14887,1178.39778,696.25188,861.36377,718.91938,731.36026,508.62817,541.81168,652.7947,615.28834,745.3005,602.6975
MPDU1,63.466115,68.461499,64.439752,81.470073,79.409205,65.0737345,63.253037,41.933171,57.265221,61.83978943,56.596421,47.82189528
FXR2,6.98432,7.760767,4.22112,9.5407,10.347641,5.705697,7.497613,6.453629,10.718337,8.262021,8.316294,3.967008
SAT2,44.514163,40.1389136,53.70728,36.414808,47.35698707,48.14772469,44.6240538,46.660664,46.725417,31.7652,39.774625,53.03051
TP53,22.20323661,19.0519496,27.89850844,26.94039658,36.38460918,16.34487342,27.27787816,31.95848432,34.15165588,29.29394528,19.75804231,13.16650869
WRAP53,9.539972,6.876190273,2.521286,10.314899,3.05333,3.912358,13.965377,10.38184,9.7111,12.248581,5.672281,6.911565126
KDM6B,10.709943,2.9990338,13.58055,8.286316,12.205656,29.167133,3.531573,3.80294,4.78651,4.034106,13.69306,6.769253
TMEM88,0.697425,0.306048,0.3008951,0.918677,0.40264,0.792924,0.316218,0.244297,0.125412,0.513134,0.256343,0.545188
CYB5D1,7.502161,4.839634,1.56485,5.47204,4.304807,10.656685,2.32866583,6.380327,3.314049,6.561609,8.397826,4.014739
CHD3,28.936058,23.8202418,48.8022846,39.89974412,36.8840755,23.2507659,21.51815373,35.9921015,27.27887202,21.1455874,25.786841,28.8572545
KCNAB3,9.024567,2.501683,9.776779,6.8107243,1.509313,2.197529,3.80172,3.426268,7.654733,1.96359,3.513239,6.654285
TRAPPC1,77.8891,76.9464,103.5203,58.351127,89.7588617,74.5306,66.67527,68.63204382,85.563357,55.63047,61.13089,101.16884
CNTROB,12.847992,8.473965,10.978596,7.263712001,12.195857,6.663434,12.061115,12.17286105,7.460250089,7.823132,13.890783,8.754939002
PER1,16.62771933,27.975765,64.543858,87.5467456,44.929377,91.858409,19.90451501,16.62992709,14.578844,9.299874758,70.370967,120.0341072
VAMP2,66.81659,68.42951,71.38423,73.62017,79.41644,78.91989,60.6172,51.69677,64.09709,48.55754,51.85756,96.0016
TMEM107,25.56607,12.358061,21.302599,11.76822,22.189553,22.897324,17.406953,15.293933,23.20915,17.0563988,9.777158,18.13018
AURKB,2.328744,2.142426,2.266014,5.623633,11.585011,7.341967,6.062267,1.031025,5.125247,15.89448,3.899769,4.564908
LINC00324,16.1473,12.8808,13.8595,18.6101,24.5967,21.2528,15.9844,13.6482,13.5861,12.2886,9.97811,11.0459
CTC1,61.67326,64.796303,59.48822,59.188595,71.43447,48.37344677,85.84773,70.593221,85.79482,77.493612,58.190573,91.848564
PFAS,8.787334,7.918604,10.300536,7.125904,9.065593,7.5746695,6.589604,7.134872,7.003307,6.365708,9.066057,7.458057
SLC25A35,11.727158,16.854965,7.290263,11.039603,15.89179,4.833531,10.197714,9.765024,5.928909,12.907215,9.727553,11.056819
RANGRF,26.8812,21.255,21.482531,25.76639,35.88124,32.72606,22.38716436,28.50241,27.79759,22.690664,22.99359,25.779906
RPL26,239.762549,167.74026,352.609867,188.83085,170.59028,218.015688,290.5055,350.68857,348.9448,274.983301,297.431948,154.05705
RNF222,0.791141,0.252108,0.277878,0.838611,0.622234,0.248692,0.184922,0.285919,0.665485,0.311024,0.379754,0.857103
NDEL1,66.4862,62.784422,86.381785,87.21805,82.128809,106.3784031,74.661419,46.750368,48.406215,79.56664,118.153792,122.18231
MYH10,4.765902683,7.092246,6.38705711,8.072030188,5.384643553,11.76923014,6.89240026,1.874175245,5.60567004,5.24607785,5.078406,18.31167764
PIK3R6,6.15138,10.6247,7.92808,10.327495,11.637765,8.413559,12.64473,6.820625,6.789359,10.27647,9.157222002,11.81979356
PIK3R5,91.672745,76.557391,100.5798367,117.0271649,83.637382,70.37765,107.048163,78.35399,82.590122,91.55316732,91.1571073,108.1167768
STX8,60.77125,54.644914,50.590197,48.29894,36.38289,49.483,37.095536,37.477987,38.63999,27.317219,34.55171,41.011242
GAS7,18.783683,26.58927702,23.34602,25.838983,24.302848,28.911026,22.07836204,25.530989,27.056476,31.796361,27.30094,27.047654
MYH3,2.406486,2.474919,1.696637,1.650735,3.531809,1.651774,3.644675,5.955866,2.968986,5.568581,0.8068774,1.400212
SCO1,22.91225,14.681337,20.607557,17.287587,11.240375,13.191012,16.665933,19.73945,13.723768,27.19247,11.835841,14.32785
ADPRM,29.491837,20.11704,20.4368,22.28113,32.23811,39.63947,24.253979,25.288864,25.2127,30.198885,21.431776,35.46837
TMEM220,5.690604,4.113404,7.272328,4.971119,5.56652,10.84456848,6.410089,3.6525171,7.489352,7.048826,1.8278004,3.047193
ZNF18,17.155659,13.36834,10.490002,26.058011,20.06015,10.490469,15.45839,16.50548502,15.14431301,20.45066,16.08996,12.30963
MAP2K4,12.744454,11.874868,15.20401321,17.786508,17.05209415,13.79892052,12.032339,13.11393743,16.44637704,12.740601,14.767805,8.427061405
ELAC2,53.78512213,71.525255,65.32356928,55.1506735,52.228777,42.95732406,54.25222422,52.4062,50.45693837,57.32612218,44.02597721,80.5614675
COX10,21.54975,24.07069,22.65353,23.129018,24.3814,17.483125,21.3098,13.96764,19.79205,18.172086,16.14423,21.83857
HS3ST3B1,7.94152,5.13624,6.93857,12.72717,7.175431,5.432122,10.084335,12.437626,11.586607,11.763997,3.9418,6.18642
PMP22,2.5166027,1.487276277,2.057062641,1.757895028,2.137585373,9.91093414,1.254714891,1.96343678,1.027065824,2.739216362,2.988793967,3.108124382
TVP23C,18.799153,16.916267,15.2227024,16.61635,27.323919,17.343969,18.001848,20.4809564,19.103974,22.281095,10.24708,19.53165
TRIM16,5.411743,5.44456655,3.042503,3.611902,3.66035,3.571689,5.424567,6.024609005,3.378381357,4.432735005,4.532216005,3.210076
ZNF286A,18.51057602,24.68758319,8.5636503,13.202866,21.81183422,9.263244573,8.665114,10.693881,10.42275277,16.68042218,9.6291128,14.04733124
ADORA2B,10.32335,7.00413,8.43291,10.30723,13.74356,0.886918,8.96306,4.13137,3.87127,3.914609,5.00061,5.144673
ZSWIM7,25.96580184,28.201673,30.08582972,20.16086,18.38133011,28.70012,29.00727234,33.855643,23.42526074,27.775957,24.7923735,16.51977671
TTC19,45.017223,70.29141,46.398655,46.796771,34.02372,51.50022,84.484146,53.516446,41.495138,57.693008,44.313559,101.657397
NCOR1,197.2933197,252.259727,251.445941,294.68792,281.775745,206.113375,207.740453,159.6275504,190.996651,160.3977664,168.881625,244.883294
PIGL,41.147677,61.327405,43.5221264,67.342042,73.2723,32.957584,50.201988,56.74179,59.4876,63.297365,48.270686,47.472245
CENPV,7.127528,10.79719,16.922986,15.819197,14.8364,5.754045,7.56992,8.584008,9.721462,18.09754,8.501581,10.75711
UBB,1391.0691,1268.213284,786.0760112,748.55394,844.20298,1196.832809,1029.05863,1099.78477,832.7953276,791.6746431,1003.05669,1018.79244
TRPV2,105.131434,89.97284,82.599066,118.87208,82.19476,71.246488,103.36763,106.631178,87.891807,102.24715,76.614344,90.661846
ZNF287,8.670624,20.52979201,16.759991,15.75546,11.20022,8.68368,13.3282412,17.027999,11.81505,9.460666092,7.418225,12.8279457
ZNF624,10.99965,3.743456,10.838102,4.454158,10.38302,5.338812,9.96198,7.27889,9.384713,6.946543,4.064698,9.1402
TNFRSF13B,7.701387043,7.167582,14.879448,11.169222,22.17006,14.854641,8.0203449,13.257719,7.43133,9.706597,4.5943629,10.761014
MPRIP,22.969949,13.42506,36.8762689,33.774875,46.39525,23.999708,37.720655,38.162393,39.755977,47.734654,36.92658,27.016537
PLD6,7.06294,5.45803,5.27051,3.23061,2.77917,4.9588,8.2826,4.69983,4.05841,2.88706,1.98072,5.61086
FLCN,15.671289,14.15577,18.107885,13.138797,9.025296,10.36493,12.316586,19.923224,6.97872,12.679196,10.62183097,9.08397
COPS3,95.38442351,85.44378894,91.387581,74.777293,102.7681,106.615511,72.6651,88.97375751,96.327323,92.21642094,104.64859,73.37430502
NT5M,2.616742,1.428911,2.10408,0.779138,4.703509,0.833784,5.18869,6.47954,2.624658,2.191332,1.97196,3.2669607
MED9,9.721055,15.42178,12.08221,14.50704,9.529728,17.430593,18.96424,14.188881,19.93908,16.19787,11.387183,16.13773
RASD1,0.297043,2.12403,2.818463,2.102415,1.37097,1.69638,0.7099,1.56268,0.160555,0.290218,1.918075,3.188396
PEMT,16.06905,19.44597,16.19754054,26.418225,20.909954,17.023077,20.36198738,17.898466,16.70504,22.40268,21.29079,19.818856
RAI1,1.7806232,1.07805,4.777381,3.414589,2.511688,2.8765039,3.835832,3.5819759,5.110682,4.86252,2.402126,2.680993
SMCR5,1.37858,0.247185,0.216085,0.673893,0.60306,0.118516,0.761419,0.483662,0.062133,0.607189,0.373341,0.446996
SREBF1,2.87551,7.8023566,6.8078557,8.1126394,12.258712,5.233356034,5.097883,8.796761001,11.25405,5.861876001,8.937855,14.1565012
TOM1L2,14.007091,14.145843,16.5925,16.224554,16.068475,17.780923,21.366566,17.141871,13.75556,14.350323,14.35352,21.308279
ATPAF2,44.258326,64.483842,73.383674,65.66231225,69.12454,63.598002,66.69332,67.505951,48.96767,56.054079,58.361208,53.8173709
GID4,4.43369,3.60331,4.23778,5.285634,5.15368,3.83482,5.693871,4.9324,4.28536,4.2634,3.410882,5.99686
DRG2,32.50690452,28.10252166,34.18892878,45.85888182,49.751867,38.8886382,48.35435143,49.307298,40.440393,50.10653511,34.0078,49.909388
ALKBH5,25.6371,31.58887,73.80486,67.95795179,38.43532,30.26450929,49.33396,58.32559,61.70360321,35.36876029,26.807766,73.60685
LLGL1,0.249189,4.994435,0.435103,3.29318,0.225322,1.5060982,0.7878546,4.699003,5.0401862,0.7157681,2.592518,0.5760076
FLII,197.359848,255.964213,222.183666,254.6692811,233.897353,216.862325,191.407912,225.716964,232.639906,212.788744,207.486051,233.3955031
MIEF2,7.151996,2.003683,6.967560003,6.38606065,5.747430562,6.199707061,7.85091747,5.35993,4.59007,8.91626,5.255502,7.52794
TOP3A,37.14091506,34.52877384,28.10186005,37.457938,33.773831,28.25889596,24.68258972,25.811222,26.62514223,24.381778,31.15391838,31.66583436
SMCR8,5.10197,5.35334,3.3442,4.4829,4.76903,6.42931,6.35862,4.56033,5.83844,6.99774,6.91827,5.05438
SHMT1,21.472481,15.715475,17.757687,16.273576,19.4869383,22.2369208,11.989108,8.84129,14.864474,25.5604421,9.232596,17.459397
LGALS9C,11.369373,5.953941,15.544287,0.313242469,1.455817452,27.5851,0.852179,6.946369,6.24274,9.038904,0.4962802,8.792825
FAM106A,8.596869,8.44771,7.634854,5.876461,6.095579,8.923333,8.122594,3.069193,4.66443,6.508273,6.548432,10.276317
ZNF286B,1.64845,4.098757,0.883323333,0.72496,4.24732,1.73258,0.97593,1.428561,2.402766,3.617220554,2.654406,1.092269101
TRIM16L,6.696821,2.866885,5.135159,4.0970579,1.41987,2.945968,2.928358521,3.311749,2.646378,6.342912,7.2667964,6.241614
TVP23B,62.39914,48.25434,40.799067,63.418868,83.906446,49.60647,57.48648,56.402958,57.41966,51.993099,33.678916,49.665438
PRPSAP2,47.06391597,51.66927753,66.330316,62.63878728,48.925297,57.52727805,48.41941087,45.910624,41.28416324,44.52876429,44.25044087,38.376275
FAM83G,1.591874,0.299967,2.262923,1.716213,2.650571,2.226506,2.2920115,2.8617337,1.89864,3.2648883,1.990934,0.488353
GRAP,21.45102,15.983134,19.471149,32.24095,37.30358,18.45797,21.399,32.12879,29.41307,24.15289,20.02893,18.409956
EPN2,12.567746,7.8284035,9.642932,12.908189,11.8394438,8.8822094,12.2854,6.893774035,8.617471418,11.96973834,6.723763,9.253656
B9D1,1.479552,3.55189,5.028263,0.60252,3.671244,1.8082621,4.268172,1.705872,2.557424,1.076062,2.64159031,3.583102
MAPK7,15.51545008,43.32776,26.5382586,34.946474,40.202811,21.71121394,19.180459,16.685124,16.29573871,22.2615748,32.90598,40.82713463
ALDH3A2,28.7822122,56.432341,37.35879722,35.53236676,42.754023,38.293898,40.285972,47.99985036,29.30405386,44.730204,45.915911,36.3419774
ULK2,9.120088,6.5488283,7.2243824,11.831473,16.552165,6.372854,10.416596,11.142942,15.013197,9.9247,7.980917,11.74358
AKAP10,57.192823,39.79076001,54.782368,52.21345498,71.796434,52.387774,49.420892,44.675291,44.19167,44.824855,47.833739,50.16791
SPECC1,18.921472,35.805939,30.677576,37.90247151,27.0760796,25.97024,23.24243,19.164288,20.491587,21.143862,31.35784,43.85697811
LGALS9B,7.010406,0.661359,5.942038976,2.2025208,5.758398,15.999367,5.548762,6.073701,13.9885758,7.790394,1.307326,8.317442
